Task,Metric,Comparison,Paired unit,N,Left mean,Left SD (ddof=0),Right mean,Right SD (ddof=0),Mean difference,Wilcoxon p (two-sided),Effect size r_rb,HL difference,95% CI low,95% CI high,BH q,Significant (q<0.05)
Clean -> Hit,AUROC,BIMODriver - DISFusion,run on the same fixed test set,10,0.9287113999999999,0.0028872196383372185,0.9251996,0.002095754002739821,0.003511799999999998,0.00390625,0.9636363636363636,0.003526499999999988,0.001523000000000052,0.005281000000000036,0.010416666666666666,True
Clean -> Hit,AUROC,BIMODriver - MNGCL,run on the same fixed test set,10,0.9287113999999999,0.0028872196383372185,0.9321048000000001,0.002679427916552339,-0.003393399999999991,0.037109375,-0.7454545454545455,-0.0034894999999999787,-0.006423000000000012,-0.00031249999999999334,0.04241071428571429,True
Clean -> Hit,AUPRC,BIMODriver - DISFusion,run on the same fixed test set,10,0.9012846,0.00491213713570782,0.8951769000000003,0.004583380007156288,0.006107699999999994,0.005859375,0.9272727272727272,0.005808999999999953,0.002145000000000008,0.009335999999999955,0.01171875,True
Clean -> Hit,AUPRC,BIMODriver - MNGCL,run on the same fixed test set,10,0.9012846,0.00491213713570782,0.9053123,0.0034855485378918485,-0.004027700000000012,0.037109375,-0.7454545454545455,-0.004358500000000043,-0.007369000000000014,-0.0008050000000000002,0.04241071428571429,True
Hit -> Clean,AUROC,BIMODriver - DISFusion,run on the same fixed test set,10,0.8993863000000001,0.003187550252152907,0.8875688,0.007242963368677224,0.011817499999999991,0.001953125,1.0,0.011046999999999974,0.007111499999999993,0.016021499999999966,0.010416666666666666,True
Hit -> Clean,AUROC,BIMODriver - MNGCL,run on the same fixed test set,10,0.8993863000000001,0.003187550252152907,0.8926539,0.0028517985009463747,0.006732399999999994,0.00390625,0.9636363636363636,0.006772500000000015,0.004365500000000022,0.009195499999999968,0.010416666666666666,True
Hit -> Clean,AUPRC,BIMODriver - DISFusion,run on the same fixed test set,10,0.7794728999999999,0.005685728510050402,0.7667547,0.013884676870924997,0.012718199999999968,0.037109375,0.7454545454545455,0.010523999999999978,0.00019599999999997397,0.020903999999999923,0.04241071428571429,True
Hit -> Clean,AUPRC,BIMODriver - MNGCL,run on the same fixed test set,10,0.7794728999999999,0.005685728510050402,0.7794483999999999,0.004337633022744074,2.4499999999971766e-05,0.845703125,-0.09090909090909091,-0.0005890000000000062,-0.004182499999999978,0.004286000000000012,0.845703125,False
