Task,Metric,Comparison,Paired unit,N,Left mean,Left SD (ddof=0),Right mean,Right SD (ddof=0),Mean difference,Wilcoxon p (two-sided),Effect size r_rb,HL difference,95% CI low,95% CI high,BH q,Significant (q<0.05)
Four-way ablation (supplement),AUROC,Masked Transductive - Original Transductive,coordinate-matched fold value,50,0.93028124,0.01276007865737511,0.9305570999999999,0.012875166956975744,-0.0002758599999999944,0.08751575869770764,-0.2776470588235294,-0.00019399999999997197,-0.00043799999999999395,1.4500000000028379e-05,0.4151979033826304,False
Four-way ablation (supplement),AUROC,Original Strict Inductive - Original Transductive,coordinate-matched fold value,50,0.9308299999999999,0.013386549219272308,0.9305570999999999,0.012875166956975744,0.0002728999999999981,0.35658693993847124,0.14980392156862746,0.00035599999999996745,-0.00032000000000004247,0.0009610374999999902,0.5348804099077069,False
Four-way ablation (supplement),AUROC,Masked Strict Inductive - Original Transductive,coordinate-matched fold value,50,0.9303279999999999,0.012851615307034369,0.9305570999999999,0.012875166956975744,-0.00022909999999999099,0.3084779739418636,-0.16549019607843138,-0.0002750000000000252,-0.000863500000000017,0.000288000000000066,0.5348804099077069,False
Four-way ablation (supplement),AUPRC,Masked Transductive - Original Transductive,coordinate-matched fold value,50,0.85792682,0.02259943378555313,0.8582832400000001,0.022480334852096842,-0.0003564199999999995,0.4720366364421994,-0.11686274509803922,-0.00014100000000000223,-0.0006154999999999911,0.0002214999999999856,0.5664439637306392,False
Four-way ablation (supplement),AUPRC,Original Strict Inductive - Original Transductive,coordinate-matched fold value,50,0.859246,0.02320226032092563,0.8582832400000001,0.022480334852096842,0.0009627600000000048,0.13839930112754348,0.2407843137254902,0.0009704999999999853,-0.0004554999999999976,0.0023190000000000155,0.4151979033826304,False
Four-way ablation (supplement),AUPRC,Masked Strict Inductive - Original Transductive,coordinate-matched fold value,50,0.858538,0.02273780015744707,0.8582832400000001,0.022480334852096842,0.00025476000000000274,0.9192651438406544,-0.01647058823529412,-6.650000000002487e-05,-0.001255899999999965,0.0014250000000000096,0.9192651438406544,False
