# 模型: SAGE | 癌症: blca | 指标: AUPRC
# 论文值(main.tex Table 2): 0.6322
# 数据均值: 0.632201  标准差(ddof=0): 0.104400
# 匹配方式: 精确匹配
# 源文件: F:\实验原始数据\simple_method\51\result\single\single.txt
# 10 次重复 x 5 折交叉验证，共 50 值（每行一次重复）
0.60745298	0.60581779	0.70389947	0.44337189	0.76115040
0.59513445	0.62697482	0.70501571	0.47743626	0.78170153
0.59675744	0.59893037	0.69603809	0.47244241	0.79799128
0.60123084	0.60044025	0.71755131	0.45565862	0.78675864
0.60458152	0.61756465	0.70379294	0.47623910	0.78880992
0.60368588	0.59842696	0.71774607	0.47280783	0.77543263
0.62267641	0.59063517	0.70399315	0.46827010	0.76430477
0.62279150	0.56976240	0.71047863	0.46140925	0.77470555
0.60959401	0.61066311	0.71172655	0.48141224	0.73479032
0.60402352	0.62642984	0.69492653	0.48153916	0.77508589
