# 模型: MTGCN | 癌症: esca | 指标: AUPRC
# 论文值(main.tex Table 2): 0.4818
# 数据均值: 0.481771  标准差(ddof=0): 0.136160
# 匹配方式: 精确匹配
# 源文件: F:\实验原始数据\52\mtgcn_ori.txt
# 10 次重复 x 5 折交叉验证，共 50 值（每行一次重复）
0.35293400	0.60216200	0.39091200	0.52150300	0.45871100
0.43762200	0.44899400	0.54499800	0.49694600	0.38014300
0.19154400	0.54344300	0.60211100	0.36744600	0.68121400
0.67855300	0.55064400	0.45747300	0.29692900	0.44201200
0.60093400	0.29301600	0.59327400	0.30932300	0.64171100
0.53586100	0.71141100	0.38032300	0.49457800	0.35188600
0.45199100	0.42953900	0.38261200	0.74956600	0.42108500
0.69799900	0.46990900	0.55406900	0.30744100	0.30677600
0.49137200	0.49666000	0.35495700	0.25495900	0.78670000
0.42504100	0.50293300	0.57221100	0.37666500	0.69744400
