# 模型: GAT | 癌症: ucec | 指标: AUPRC
# 论文值(main.tex Table 2): 0.1135
# 数据均值: 0.113520  标准差(ddof=0): 0.062329
# 匹配方式: 精确匹配
# 源文件: F:\实验原始数据\simple_method\result\single\single.txt
# 10 次重复 x 5 折交叉验证，共 50 值（每行一次重复）
0.10754323	0.12068563	0.12670900	0.06443605	0.05828079
0.10097436	0.15822829	0.09613228	0.09747784	0.05699555
0.10142695	0.09248467	0.10534990	0.17585358	0.05894089
0.25886098	0.27768467	0.18990467	0.05373328	0.05418938
0.09010126	0.18681755	0.10202677	0.07303732	0.05196125
0.10532645	0.10645313	0.10710038	0.08583403	0.05475925
0.11910496	0.15254408	0.11077393	0.12531855	0.06342505
0.10721221	0.11569600	0.10703409	0.07547711	0.06385175
0.09680800	0.40082501	0.12936705	0.13435727	0.09491542
0.09700867	0.08668111	0.13811900	0.08662571	0.05153417
