# 模型: GAT | 癌症: esca | 指标: AUPRC
# 论文值(main.tex Table 2): 0.1706
# 数据均值: 0.170562  标准差(ddof=0): 0.127372
# 匹配方式: 精确匹配
# 源文件: F:\实验原始数据\simple_method\result\single\single.txt
# 10 次重复 x 5 折交叉验证，共 50 值（每行一次重复）
0.07845938	0.08679803	0.18213166	0.37357993	0.09970485
0.06498358	0.07222523	0.18647471	0.46007911	0.09361842
0.09042750	0.05352592	0.12180830	0.42489897	0.11106037
0.11617219	0.04634603	0.18950600	0.37153431	0.10142647
0.19675039	0.06578628	0.18626362	0.39555912	0.11616978
0.06897987	0.09453799	0.19738699	0.29288906	0.09934486
0.08257348	0.04556532	0.20772655	0.26867458	0.10225443
0.08536328	0.05503820	0.16704492	0.34647026	0.10394775
0.10348553	0.06882376	0.21076975	0.57404114	0.09857599
0.12417446	0.07962676	0.16708392	0.47023354	0.12819367
