# 模型: GAT | 癌症: kirp | 指标: AUC
# 论文值(main.tex Table 2): 0.7461
# 数据均值: 0.746138  标准差(ddof=0): 0.107937
# 匹配方式: 精确匹配
# 源文件: F:\实验原始数据\simple_method\result\single\single.txt
# 10 次重复 x 5 折交叉验证，共 50 值（每行一次重复）
0.82621951	0.68597561	0.73373984	0.69613821	0.83130081
0.73678862	0.75000000	0.82926829	0.67682927	0.86890244
0.83028455	0.66666667	0.71646341	0.37500000	0.84247967
0.84857724	0.83130081	0.67378049	0.56808943	0.77947154
0.55589431	0.90243902	0.73272358	0.67276423	0.84349593
0.81199187	0.78048780	0.61991870	0.69715447	0.82621951
0.85772358	0.68800813	0.72662602	0.67886179	0.72764228
0.87296748	0.70223577	0.74695122	0.65548780	0.75101626
0.73780488	0.84451220	0.85975610	0.72662602	0.87906504
0.81199187	0.70731707	0.82926829	0.43191057	0.86077236
