# 模型: ChebNet | 癌症: kirc | 指标: AUC
# 论文值(main.tex Table 2): 0.8763
# 数据均值: 0.876326  标准差(ddof=0): 0.054170
# 匹配方式: 精确匹配
# 源文件: F:\实验原始数据\simple_method\result\single\single.txt
# 10 次重复 x 5 折交叉验证，共 50 值（每行一次重复）
0.96493902	0.84451220	0.88567073	0.86686992	0.80030488
0.93699187	0.80995935	0.91107724	0.88160569	0.79979675
0.96087398	0.84578252	0.88719512	0.90091463	0.79522358
0.94156504	0.84298780	0.93191057	0.90955285	0.80792683
0.94867886	0.84603659	0.85213415	0.91310976	0.82469512
0.95630081	0.84933943	0.93241870	0.87550813	0.81046748
0.96493902	0.85670732	0.94258130	0.89430894	0.80182927
0.95376016	0.85645325	0.85823171	0.86077236	0.79725610
0.95731707	0.79522358	0.88160569	0.91056911	0.81199187
0.94512195	0.84502033	0.86941057	0.87855691	0.80030488
