# 模型: GAT | 癌症: brca | 指标: AUPRC
# 论文值(main.tex Table 2): 0.3146
# 数据均值: 0.314561  标准差(ddof=0): 0.106005
# 匹配方式: 精确匹配
# 源文件: F:\实验原始数据\simple_method\result\single\single.txt
# 10 次重复 x 5 折交叉验证，共 50 值（每行一次重复）
0.42590399	0.32028144	0.22820979	0.24299876	0.31296331
0.49230740	0.37863769	0.23154364	0.19194842	0.21762124
0.49434819	0.45504472	0.25092320	0.18396184	0.35904318
0.48642506	0.40993039	0.20841928	0.20279983	0.28102260
0.48436879	0.42663670	0.22161124	0.19813775	0.23075572
0.48900976	0.40576107	0.24497634	0.17311626	0.22117707
0.48145548	0.32740893	0.27953981	0.35958504	0.30836627
0.36179505	0.40220471	0.17036686	0.18276405	0.34444116
0.39054249	0.42249318	0.22101728	0.20289941	0.28512094
0.50442060	0.35060115	0.21506450	0.17498044	0.27307467
