# 模型: ECD-CDGI | 癌症: hnsc | 指标: AUPRC
# 论文值(main.tex Table 2): 0.3896
# 数据均值: 0.389599  标准差(ddof=0): 0.099985
# 匹配方式: 精确匹配
# 源文件: C:\Users\tao\Documents\BaiduSyncdisk\研究生论文\论文\第二点\结果\实验结果\ecd-cdgi_single_result..txt
# 10 次重复 x 5 折交叉验证，共 50 值（每行一次重复）
0.32326400	0.42367300	0.46585900	0.57353100	0.49930200
0.14312800	0.48586700	0.31829800	0.30223500	0.33110200
0.35754700	0.34927100	0.56912700	0.29919800	0.50257200
0.38028200	0.55055400	0.24116900	0.26208700	0.48796100
0.34201500	0.42953300	0.58049400	0.42885600	0.43022700
0.36443200	0.28235100	0.25377000	0.25784300	0.47261200
0.29543100	0.38806400	0.45992700	0.25977600	0.41881700
0.37714100	0.41633300	0.34320900	0.26371200	0.31457100
0.48489500	0.38770200	0.46798900	0.47462700	0.49362900
0.31632500	0.35927200	0.30640100	0.39369200	0.55026900
