# 模型: ChebNet | 癌症: ucec | 指标: AUC
# 论文值(main.tex Table 2): 0.8454
# 数据均值: 0.845369  标准差(ddof=0): 0.051383
# 匹配方式: 精确匹配
# 源文件: F:\实验原始数据\simple_method\result\single\single.txt
# 10 次重复 x 5 折交叉验证，共 50 值（每行一次重复）
0.88841463	0.79268293	0.79146341	0.92240854	0.81859756
0.89725610	0.79878049	0.80213415	0.91554878	0.80274390
0.91524390	0.78567073	0.79329268	0.90548780	0.81524390
0.90518293	0.78048780	0.80426829	0.91585366	0.83109756
0.88170732	0.79085366	0.81402439	0.90213415	0.82652439
0.89298780	0.80609756	0.84725610	0.90731707	0.81859756
0.91707317	0.79024390	0.79207317	0.92439024	0.82012195
0.90304878	0.78963415	0.82835366	0.91707317	0.79542683
0.90121951	0.82530488	0.82073171	0.90426829	0.81067073
0.88414634	0.80152439	0.75640244	0.90365854	0.81371951
